,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
122,4.0,True,AHGD1O3AO5UUA,Daryl,Henry Winkler did a great job in this American rendition of a classic.,Four Stars,henry winkler great job american rendition classic," POSITIVE,  0.9997460246086121", Positivo,  0.9997460246086121
123,5.0,True,A19FIX9L4X4XNH,BigWheelHawaii,"This Is a Great Holiday Movie,,, Outstanding,,,, Not To Be Miss'ed",Five Stars,great holiday movie outstanding," POSITIVE,  0.9998769760131836", Positivo,  0.9998769760131836
124,3.0,True,A1PVH9U53J1KYP,Barbara whitson,ok,Three Stars,ok," POSITIVE,  0.9997851252555847", Positivo,  0.9997851252555847
125,5.0,True,A2RB48JA48P7YI,Ann-Marie,still love to watch this movie each Christmas season.,great Christmas flick,still love watch movie christmas season," POSITIVE,  0.9998162388801575", Positivo,  0.9998162388801575
126,5.0,True,ARNY8UISUBLGW,Mary&#039;s daughter,Good movie,Five Stars,good movie," POSITIVE,  0.9998424053192139", Positivo,  0.9998424053192139
127,5.0,True,A1LZW3B2OR1KRX,Healthfoodaddict,"Wow. Didnt think I'd like this as much as I do! You never think ""The Fonz"" when watching this version of the classic story.  Three quarters through this movie I hated Winklers character!! What a creep!
Excellent movie IMO.",This Isnt The Fonz---Ayyyyyyye.,wow didnt think like much never think fonz watching version classic story three quarters movie hated winklers character creep excellent movie imo," POSITIVE,  0.9791944622993469", Positivo,  0.9791944622993469
128,5.0,True,A3NT1S2J2CAJ90,Kindle Customer,I didn't like it when it first came out. But I guess it grows on you.,Imrproves with age,like first came guess grows," POSITIVE,  0.9984192848205566", Positivo,  0.9984192848205566
129,3.0,True,AO9URU6DS2ZZ8,James D Stidham,"No offense to the performers, because they were good. This just works best with the setting in England.",Just OK,offense performers good works best setting england," POSITIVE,  0.9996682405471802", Positivo,  0.9996682405471802
130,5.0,True,AWDKLWWYOKPE2,ann z,good movie!,Good Movie,good movie," POSITIVE,  0.9998441934585571", Positivo,  0.9998441934585571
131,1.0,True,A2TO9SKRH0NLOX,janice Mooney,Did not like at all,Christmas Dudd,like," NEGATIVE,  0.9937849044799805", Negative,  0.9937849044799805
132,1.0,True,A3JON8EIGYMYPC,Mark Ellington,"This movie was not what I expected, however, it's worth a look (if it's free on Prime). It just wasn't for me man.","This movie was not what I expected, however, ...",movie expected however worth look free prime man," NEGATIVE,  0.9296566247940063", Negative,  0.9296566247940063
133,4.0,True,A14PHT6ST4X4WF,Emanuel Blandina,It was difference and good.,Four Stars,difference good," POSITIVE,  0.9998687505722046", Positivo,  0.9998687505722046
134,5.0,True,A2JWPWR585JQSQ,mlscadden,"There's only one version of A Christmas Carol that I don't like and I won't mention it here. As someone who collects movies of A Christmas Carol, and reads the book almost every year, I have to say that I thoroughly enjoyed the portrayal of Scrooge by Henry Winkler. Set in the depression, this American version works very well for the story.",Great Version,one version christmas carol like wo mention someone collects movies christmas carol reads book almost every year say thoroughly enjoyed portrayal scrooge henry winkler set depression american version works well story," POSITIVE,  0.999687910079956", Positivo,  0.999687910079956
135,5.0,True,A1LRJG6XOXBFTO,G. Warnock,I saw this movie decades ago and tracked it down because it tells the entire story of Ebeneezer Scrooge. Felt sorry for him throughout and celebrated hi salvation at the end.,The 'whole' story of Mr. Scrooge!!,saw movie decades ago tracked tells entire story ebeneezer scrooge felt sorry throughout celebrated hi salvation end," NEGATIVE,  0.9885783195495605", Negative,  0.9885783195495605
136,5.0,True,A2HYGTHB4LJ9FW,Amante dei Gatti,"I watched this on Amazon Prime and immediately bought a copy for my library.  A great modern retelling of Dicken's classic, with Winkler as the lead character--WELL acted.  Loved it!!!  The ending was extra nice; I wasn't expecting it.",A Must Watch Twist on an Old Classic,watched amazon prime immediately bought copy library great modern retelling dicken classic winkler lead character well acted loved ending extra nice expecting," POSITIVE,  0.9997239708900452", Positivo,  0.9997239708900452
137,5.0,True,A3ESVK5OIQHS57,cheryl parsons,A great take on Dickens's classic with a twentieth century twist. It shows the range of Henry Winkler's acting ability.,A great take on Dickens's classic with a twentieth century twist,great take dickens classic twentieth century twist shows range henry winkler acting ability," POSITIVE,  0.9998334646224976", Positivo,  0.9998334646224976
138,5.0,True,A2CLIFY64U0F6J,debbie calderon,Great,Five Stars,great," POSITIVE,  0.9998630285263062", Positivo,  0.9998630285263062
139,5.0,True,A3O33H1776DM5W,Charles R. Lied,Loved it.,Five Stars,loved," POSITIVE,  0.9998843669891357", Positivo,  0.9998843669891357
140,4.0,False,A2Q2YJHBYV8T2D,Richard,"The Fonz, who knew... this was a good take on the classic... not a waste of time... You probably know how the story is going to come out, but it is an enjoyable trip, none-the-less...",this was a good take on the classic,fonz knew good take classic waste time probably know story going come enjoyable trip," POSITIVE,  0.9994780421257019", Positivo,  0.9994780421257019
141,5.0,True,A366F86IDR5X73,Robert Crouse,"I do not understand why this is not shown more than it is a Christmas time.

It is a semi-modern update on the Charles Dickens classic, A Christmas Carol.  Set in the during the depression the story line familiar and the characters refreshed.",I Like This Modern Christmas Carol,understand shown christmas time update charles dickens classic christmas carol set depression story line familiar characters refreshed," POSITIVE,  0.99689781665802", Positivo,  0.99689781665802
142,5.0,True,A1Q4SFXZ3IDSHU,SE in NY,A version of Christmas Carol.  It's a good story based on the familiar theme with Henry Winkler as the Scrooge character. Some very talented actors were cast and the acting was very good.  If you like Christmas movies you should definitly give this one a try.,Henry Winkler as Scrooge,version christmas carol good story based familiar theme henry winkler scrooge character talented actors cast acting good like christmas movies definitly give one try," POSITIVE,  0.9998351335525513", Positivo,  0.9998351335525513
143,3.0,True,A30QOVQNTPJYA2,WILLIAM T,A tad hooky but okay.,Not HW's best work.,tad hooky okay," POSITIVE,  0.9958292841911316", Positivo,  0.9958292841911316
144,2.0,True,A5C2CLMLO2HQ0,Chat,It was merely okay.,An American Christmas Carol,merely okay," POSITIVE,  0.9997195601463318", Positivo,  0.9997195601463318
145,5.0,True,A2B8LBM6T2XNOD,Diana C,Thus is a clever way to tell the traditional story. We watch this every Christmas.,Another Christmas Tradition,thus clever way tell traditional story watch every christmas," POSITIVE,  0.9998626708984375", Positivo,  0.9998626708984375
146,4.0,True,A1CYJ778CXPWP3,Shauna,I had remembered watching this when I was younger and enjoyed it. So I wanted to get and have to watch all the time. My husband and I did enjoy it.,... had remembered watching this when I was younger and enjoyed it. So I wanted to get and have ...,remembered watching younger enjoyed wanted get watch time husband enjoy," POSITIVE,  0.9997652173042297", Positivo,  0.9997652173042297
147,2.0,True,A30BNE66H1AETH,Billfo,Terrible,maybe low budget,terrible," NEGATIVE,  0.999752938747406", Negative,  0.999752938747406
148,5.0,True,APDO0ENLPDRS,NanaMitchell,Henry Winkler is a better actor than he gets credit for.  He makes a credible American version of Scrooge.,Five Stars,henry winkler better actor gets credit makes credible american version scrooge," POSITIVE,  0.9992201328277588", Positivo,  0.9992201328277588
149,5.0,True,A1YKNT0QF5B0Y5,Fred B.,Favorite Christmas movie,Five Stars,favorite christmas movie," POSITIVE,  0.9996565580368042", Positivo,  0.9996565580368042
150,4.0,True,ADQZVR0FGR0Q6,terry d jackson jr,great for christmas movie,Four Stars,great christmas movie," POSITIVE,  0.9998384714126587", Positivo,  0.9998384714126587
151,5.0,True,A34XRA762A9ZX0,Donna L Badders,Good movie and came on time. Thanks.,Five Stars,good movie came time thanks," POSITIVE,  0.9998537302017212", Positivo,  0.9998537302017212
152,5.0,True,AJVENZQY2GU64,J. L. Cales,Terrific Christmas movie. A new twist to A Christmas Carol,A new and different Christmas Carol,terrific christmas movie new twist christmas carol," POSITIVE,  0.9998821020126343", Positivo,  0.9998821020126343
153,5.0,True,AENAFU04UQLP5,John P. Abe,Great movie,Five Stars,great movie," POSITIVE,  0.9998624324798584", Positivo,  0.9998624324798584
154,5.0,True,A3GABZFTKRP05X,Amazon Customer,Love it!,Five Stars,love," POSITIVE,  0.9998776912689209", Positivo,  0.9998776912689209
155,5.0,True,A1NABL5R8AMYCA,Greg,My sweetie and I swap movies.  Her folks slept through the 80's and mine hated classic movies. She really loved this one of mine and it was even better than I remembered. Clarity was superb and Henry Winkler's interview was great!,Should be a Classic,sweetie swap movies folks slept mine hated classic movies really loved one mine even better remembered clarity superb henry winkler interview great," POSITIVE,  0.9998464584350586", Positivo,  0.9998464584350586
156,4.0,True,A3HTT2EPFBON4D,Johnathon Norton,4 Stars,An American Christmas Carol 4 Stars,stars," POSITIVE,  0.9982775449752808", Positivo,  0.9982775449752808
157,5.0,True,A2TFWWCX4O34GS,Linda C,Great remake!  I would like to add this to my own collection of movies.,Great remake! I would like to add this to ...,great remake would like add collection movies," POSITIVE,  0.9997565150260925", Positivo,  0.9997565150260925
159,5.0,True,A2FT5113MCLOI3,Zuesss,From all the Christmas Carol's I watched based on dickens book I liked this the best.  As a boy I watched this on TV and this was not long after Henry Winkler ended his career as the Fonz.  Personally i think he should have made a bigger career as an actor but i assume he may have been type casted and thus shortened his acting future.,... Christmas Carol's I watched based on dickens book I liked this the best,christmas carol watched based dickens book liked best boy watched tv long henry winkler ended career fonz personally think made bigger career actor assume may type casted thus shortened acting future," NEGATIVE,  0.9974876642227173", Negative,  0.9974876642227173
160,5.0,True,A3R56MYZVH6X4W,newflowers,Great version of A Christmas Carol - we love it. The seller was fantastic - shipping faster than indicated and the price was amazing! Another great addition to our Christmas movie collection.,Great version of A Christmas Carol - we love it,great version christmas carol love seller fantastic shipping faster indicated price amazing another great addition christmas movie collection," POSITIVE,  0.9998685121536255", Positivo,  0.9998685121536255
161,4.0,True,A3ISFNQ9FJSPFP,William Mortensen Vaughan,"I'm only docking this version of the Dickens classic one star because Henry Winkler will always be ""the Fonz"" to me, and I still hear the voice of ""the Fonz"" when Winkler delivers his lines as Mr. Slade, an American version of Scrooge from the Herbert Hoover era.  He plays young and old versions of the character, and sounds, to me, especially out of character as the old/new Mr. Slade.","Still ""the Fonz"" to Me!",docking version dickens classic one star henry winkler always fonz still hear voice fonz winkler delivers lines slade american version scrooge herbert hoover era plays young old versions character sounds especially character slade," NEGATIVE,  0.9762641191482544", Negative,  0.9762641191482544
162,5.0,True,A3H6IHXGGYAERG,virginia lynch,loved it.,Five Stars,loved," POSITIVE,  0.9998843669891357", Positivo,  0.9998843669891357
163,4.0,True,A36I6YJW4ATZZF,Spiral42,"I love this adaptation of the classic tale.  Henry Winkler is, of course, one of my favorite actors.  This is a different slant from the original but it gets the message across none the less.  Well worth the viewing.",Good Adaptation of the Classic Tale,love adaptation classic tale henry winkler course one favorite actors different slant original gets message across none less well worth viewing," POSITIVE,  0.9997279047966003", Positivo,  0.9997279047966003
